page,model,provider,json_mode_used,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,latency_s,attempts,page_number,is_toc,content_chars,parse_error,error
IMG_0127_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,949,0,0.000900654,6.35,1,44,False,3211,,
IMG_0127_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1140,0,0.001015254,8.81,1,45,False,3543,,
IMG_0128_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1109,0,0.000996654,7.26,1,46,False,3421,,
IMG_0128_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1002,0,0.000932454,6.34,1,47,False,3322,,
IMG_0129_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,929,0,0.000888654,6.1,1,,False,2969,,
IMG_0129_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,894,0,0.000867654,6.04,1,49,False,2796,,
IMG_0130_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,945,0,0.000898254,6.53,1,50,False,3304,,
IMG_0130_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1017,0,0.000941454,7.03,1,51,False,3524,,
IMG_0131_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1035,0,0.000952254,6.95,1,52,False,3596,,
IMG_0131_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,845,0,0.000838254,5.79,1,,False,2797,,
IMG_0132_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,862,0,0.000848454,5.92,1,54,False,2844,,
IMG_0132_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1167,0,0.001031454,7.62,1,55,False,3601,,
IMG_0133_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1133,0,0.001011054,8.46,1,56,False,3555,,
IMG_0133_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1143,0,0.001017054,7.44,1,57,False,3705,,
IMG_0134_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1418,0,0.001182054,7.1,1,58,False,3737,,
IMG_0134_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1050,0,0.000961254,6.8,1,59,False,3433,,
IMG_0135_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1119,0,0.001002654,7.13,1,60,False,3570,,
IMG_0135_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1007,0,0.000935454,7.08,1,61,False,3351,,
IMG_0136_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1116,0,0.001000854,7.77,1,62,False,3607,,
IMG_0136_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,721,0,0.000763854,5.62,1,63,False,2421,,
IMG_0137_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,983,0,0.000921054,6.88,1,64,False,3640,,
IMG_0137_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,951,0,0.000901854,6.56,1,65,False,3506,,
IMG_0138_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1037,0,0.000953454,6.88,1,66,False,3229,,
IMG_0138_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1204,0,0.001053654,7.69,1,67,False,3627,,
IMG_0139_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1628,0,0.001308054,9.16,1,68,False,5308,,
IMG_0139_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1642,0,0.001316454,9.46,1,69,False,5135,,
IMG_0140_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1651,0,0.001321854,9.74,1,70,False,5332,,
IMG_0140_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1295,0,0.001108254,7.56,1,,False,4345,,
IMG_0141_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1690,0,0.001345254,9.54,1,72,False,4813,,
IMG_0141_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1280,0,0.001099254,7.85,1,73,False,4157,,
IMG_0142_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1691,0,0.001345854,9.19,1,74,False,5460,,
IMG_0142_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1320,0,0.001123254,8.02,1,,False,4417,,
IMG_0143_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,900,0,0.000871254,6.63,1,76,False,3146,,
IMG_0143_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1291,0,0.001105854,7.71,1,77,False,4085,,
IMG_0144_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1109,0,0.000996654,6.52,1,78,False,3069,,
IMG_0144_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1291,0,0.001105854,7.55,1,79,False,4215,,
IMG_0145_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1070,0,0.000973254,6.85,1,11,False,3846,,
IMG_0145_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,974,0,0.000915654,6.66,1,81,False,3302,,
IMG_0146_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1184,0,0.001041654,7.17,1,82,False,4085,,
IMG_0146_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1200,0,0.001051254,7.44,1,83,False,3813,,
IMG_0147_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1053,0,0.000963054,7.09,1,84,False,3875,,
IMG_0147_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1363,0,0.001149054,7.8,1,85,False,5235,,
IMG_0148_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1324,0,0.001125654,7.81,1,86,False,5159,,
IMG_0148_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1316,0,0.001120854,8.38,1,87,False,5038,,
IMG_0149_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1420,0,0.001183254,8.49,1,88,False,5197,,
IMG_0149_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1364,0,0.001149654,8.06,1,89,False,5299,,
IMG_0150_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1174,0,0.001035654,8.37,1,,False,4496,,
IMG_0150_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1126,0,0.001006854,7.0,1,91,False,4187,,
IMG_0151_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1234,0,0.001071654,8.48,1,92,False,4034,,
IMG_0151_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1144,0,0.001017654,6.26,1,93,True,2239,,
IMG_0152_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,569,0,0.000672654,4.92,1,,False,1660,,
IMG_0152_2R.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1245,0,0.001078254,7.68,1,,False,2884,,
IMG_0153_1L.jpg,deepseek-v41-flash,DeepSeek,json_object,stop,2961,1026,0,0.000946854,6.22,1,,False,2475,,
