issue,page_number,scan_rel_path,index,x0,y0,x1,y1,dpi,verdict,reason,inner_v,inner_h,gutters,gutter_share,line_span,lattice,glyph_share,glyph_of_ink,edge_fill,cells,filled_cells
1966_05,15,1966/05/0090_1L.jpg,1,57,652,425,853,150,таблица,,2.0,1.0,3.0,0.125,0.095,1.0,0.0935,0.76,1.0,6.0,1.0
1966_05,20,1966/05/0110_2R.jpg,0,53,136,482,383,150,таблица,,7.0,3.0,2.0,0.097,0.079,1.0,0.1003,0.692,0.742,13.0,0.923
1966_05,26,1966/05/0140_2R.jpg,0,351,828,802,1104,150,таблица,,3.0,1.0,2.0,0.052,0.06,1.0,0.0851,0.638,1.0,8.0,1.0
1966_05,27,1966/05/0150_1L.jpg,0,45,342,514,682,150,таблица,,5.0,1.0,3.0,0.093,0.064,1.0,0.0827,0.666,1.0,8.0,1.0
1966_05,27,1966/05/0150_1L.jpg,1,50,796,516,1079,150,таблица,,3.0,1.0,0.0,0.0,0.06,1.0,0.1136,0.726,1.0,8.0,1.0
1966_05,28,1966/05/0150_2R.jpg,0,338,391,790,700,150,таблица,,3.0,2.0,1.0,0.022,0.06,1.0,0.1192,0.74,0.588,8.0,1.0
1966_05,28,1966/05/0150_2R.jpg,1,370,886,795,1165,150,таблица,,5.0,1.0,1.0,0.024,0.061,1.0,0.096,0.7,1.0,8.0,1.0
1966_05,29,1966/05/0160_1L.jpg,0,51,690,477,1160,150,таблица,,7.0,1.0,5.0,0.222,0.061,1.0,0.1267,0.717,1.0,12.0,1.0
1966_05,30,1966/05/0160_2R.jpg,0,68,161,818,400,150,нет,"не таблица: рёбер на месте 42%, букв в краске 24%, колонок 34",34.0,10.0,2.0,0.037,0.014,1.0,0.0328,0.241,0.421,134.0,0.239
1966_05,53,1966/05/0280_1L.jpg,0,55,248,800,987,150,таблица,,9.0,2.0,0.0,0.0,0.031,1.0,0.1388,0.871,0.704,12.0,1.0
1966_05,68,1966/05/0350_2R.jpg,0,430,847,804,1170,150,таблица,,1.0,1.0,1.0,0.031,0.241,1.0,0.1678,0.907,1.0,4.0,1.0
1966_05,97,1966/05/0500_1L.jpg,0,58,752,797,1389,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,0.0,0.0,0.0,0.2,0.0,0.113,0.861,0.0,1.0,1.0
1966_06,23,1966/06/IMG_0115_1L.jpg,0,208,442,688,650,150,нет,"одна вертикаль и всего 2 ячейки — это колонтитул, а не таблица",1.0,7.0,2.0,0.37,0.129,1.0,0.0391,0.285,0.375,2.0,1.0
1966_06,25,1966/06/IMG_0116_1L.jpg,0,70,664,507,1118,150,таблица,,14.0,3.0,1.0,0.023,0.021,1.0,0.1046,0.624,0.685,26.0,1.0
1966_06,46,1966/06/IMG_0126_2R.jpg,0,391,335,810,773,150,таблица,,2.0,1.0,0.0,0.0,0.243,1.0,0.1174,0.769,1.0,6.0,1.0
1966_06,53,1966/06/IMG_0130_1L.jpg,0,71,307,446,673,150,таблица,,2.0,1.0,1.0,0.046,0.112,1.0,0.0996,0.772,0.857,5.0,1.0
1966_06,53,1966/06/IMG_0130_1L.jpg,1,78,717,444,1109,150,таблица,,2.0,1.0,1.0,0.031,0.126,1.0,0.1047,0.815,1.0,4.0,1.0
1966_06,54,1966/06/IMG_0130_2R.jpg,0,80,403,809,921,150,таблица,,9.0,2.0,5.0,0.07,0.061,1.0,0.1078,0.819,0.864,13.0,0.923
1966_06,55,1966/06/IMG_0131_1L.jpg,0,82,705,508,1205,150,таблица,,4.0,2.0,0.0,0.0,0.096,1.0,0.117,0.838,0.588,8.0,1.0
1966_06,56,1966/06/IMG_0131_2R.jpg,0,86,134,809,656,150,таблица,,10.0,1.0,2.0,0.043,0.053,1.0,0.0984,0.843,1.0,12.0,1.0
1966_06,62,1966/06/IMG_0134_2R.jpg,0,450,845,816,1161,150,таблица,,6.0,1.0,1.0,0.028,0.117,1.0,0.1243,0.696,0.875,12.0,0.917
1966_06,63,1966/06/IMG_0135_1L.jpg,0,130,443,771,764,150,таблица,,8.0,3.0,3.0,0.115,0.064,1.0,0.0894,0.623,0.711,18.0,1.0
1966_06,63,1966/06/IMG_0135_1L.jpg,1,71,1265,423,1421,150,таблица,,4.0,1.0,4.0,0.204,0.031,1.0,0.0999,0.631,1.0,8.0,0.5
1966_06,64,1966/06/IMG_0135_2R.jpg,0,86,536,802,831,150,таблица,,15.0,3.0,2.0,0.054,0.047,1.0,0.1122,0.647,0.864,31.0,1.0
1966_06,64,1966/06/IMG_0135_2R.jpg,1,77,912,820,1421,150,таблица,,11.0,8.0,0.0,0.0,0.052,1.0,0.1024,0.661,0.643,37.0,1.0
1966_06,65,1966/06/IMG_0136_1L.jpg,0,130,968,775,1391,150,таблица,,7.0,5.0,6.0,0.132,0.054,1.0,0.0596,0.584,0.718,22.0,0.773
1966_06,67,1966/06/IMG_0137_1L.jpg,0,59,163,842,676,150,таблица,,15.0,5.0,3.0,0.039,0.013,1.0,0.0802,0.565,0.738,52.0,0.923
1966_06,67,1966/06/IMG_0137_1L.jpg,1,56,1007,835,1415,150,таблица,,10.0,4.0,7.0,0.119,0.049,1.0,0.1091,0.693,0.667,20.0,0.95
1966_06,68,1966/06/IMG_0137_2R.jpg,0,120,758,765,1401,150,таблица,,5.0,5.0,6.0,0.134,0.072,1.0,0.0806,0.671,0.878,25.0,1.0
1966_06,81,1966/06/IMG_0144_1L.jpg,0,462,962,836,1161,150,таблица,,3.0,1.0,8.0,0.291,0.071,1.0,0.1019,0.754,1.0,8.0,1.0
1966_06,83,1966/06/IMG_0145_1L.jpg,0,57,1011,844,1328,150,таблица,,13.0,3.0,2.0,0.041,0.051,1.0,0.0857,0.62,0.718,26.0,0.846
1966_06,85,1966/06/IMG_0146_1L.jpg,0,463,723,841,952,150,таблица,,2.0,2.0,0.0,0.0,0.167,1.0,0.1186,0.694,0.75,6.0,1.0
1966_06,86,1966/06/IMG_0146_2R.jpg,0,457,151,824,543,150,нет,"одна вертикаль и всего 2 ячейки — это колонтитул, а не таблица",1.0,1.0,0.0,0.0,0.211,1.0,0.1377,0.807,0.75,2.0,1.0
1966_06,90,1966/06/IMG_0148_2R.jpg,0,79,95,786,690,150,таблица,,4.0,1.0,1.0,0.018,0.177,1.0,0.1165,0.815,1.0,8.0,0.75
1966_06,97,1966/06/IMG_0152_1L.jpg,0,80,380,819,860,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,0.0,2.0,0.085,0.158,0.0,0.112,0.844,0.0,1.0,1.0
1967_01,18,1967/01/IMG_0012_2R.jpg,0,478,1086,805,1264,150,таблица,,2.0,1.0,2.0,0.1,0.101,1.0,0.0796,0.588,1.0,6.0,1.0
1967_01,28,1967/01/IMG_0017_2R.jpg,0,317,113,806,342,150,таблица,,5.0,1.0,8.0,0.399,0.053,1.0,0.1008,0.597,1.0,12.0,1.0
1967_01,32,1967/01/IMG_0019_2R.jpg,0,50,1121,807,1406,150,таблица,,7.0,2.0,7.0,0.11,0.048,1.0,0.0957,0.633,0.784,18.0,0.889
1967_01,38,1967/01/IMG_0022_2R.jpg,0,398,233,812,496,150,таблица,,2.0,1.0,1.0,0.025,0.063,1.0,0.1136,0.669,1.0,6.0,1.0
1967_01,38,1967/01/IMG_0022_2R.jpg,1,345,752,810,1093,150,таблица,,4.0,3.0,0.0,0.0,0.097,1.0,0.1115,0.672,0.75,11.0,0.909
1967_01,47,1967/01/IMG_0027_1L.jpg,0,64,176,789,586,150,таблица,,5.0,4.0,8.0,0.16,0.057,1.0,0.0679,0.582,0.776,19.0,0.947
1967_01,61,1967/01/IMG_0034_1L.jpg,0,68,671,479,935,150,таблица,,2.0,1.0,3.0,0.171,0.158,1.0,0.1067,0.667,1.0,6.0,1.0
1967_01,81,1967/01/IMG_0044_1L.jpg,0,45,712,415,911,150,таблица,,4.0,1.0,0.0,0.0,0.065,1.0,0.0824,0.551,0.9,8.0,1.0
1967_01,81,1967/01/IMG_0044_1L.jpg,1,47,1249,792,1425,150,таблица,,14.0,0.0,15.0,0.568,0.012,0.0,0.0976,0.538,1.0,15.0,1.0
1967_01,82,1967/01/IMG_0044_2R.jpg,0,53,160,813,337,150,таблица,,13.0,0.0,11.0,0.448,0.011,0.0,0.0803,0.522,1.0,13.0,1.0
1967_01,97,1967/01/IMG_0052_1L.jpg,0,80,192,744,626,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,0.0,2.0,0.039,0.134,0.0,0.1524,0.902,0.0,1.0,1.0
1967_02,55,1967/02/IMG_0081_1L.jpg,0,53,133,521,479,150,таблица,,2.0,2.0,1.0,0.038,0.198,1.0,0.0856,0.678,1.0,9.0,1.0
1967_02,55,1967/02/IMG_0081_1L.jpg,1,55,535,526,955,150,таблица,,8.0,4.0,0.0,0.0,0.074,1.0,0.1018,0.672,0.8,18.0,0.944
1967_02,56,1967/02/IMG_0081_2R.jpg,0,429,136,806,309,150,таблица,,5.0,1.0,2.0,0.055,0.095,1.0,0.1268,0.714,1.0,10.0,1.0
1967_02,74,1967/02/IMG_0091_2R.jpg,0,432,723,782,1117,150,таблица,,8.0,10.0,5.0,0.881,0.009,1.0,0.0028,0.016,0.738,82.0,0.098
1967_02,75,1967/02/IMG_0092_1L.jpg,0,214,118,754,390,150,таблица,,9.0,4.0,3.0,0.894,0.006,1.0,0.0022,0.019,1.0,50.0,0.1
1967_02,97,1967/02/IMG_0103_1L.jpg,0,73,189,760,620,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,0.0,2.0,0.074,0.111,0.0,0.136,0.891,0.0,1.0,1.0
1967_03,7,1967/03/IMG_0108_1L.jpg,0,61,305,803,1045,150,таблица,,6.0,2.0,0.0,0.0,0.043,1.0,0.1116,0.785,0.625,10.0,0.9
1967_03,8,1967/03/IMG_0108_2R.jpg,0,54,1051,809,1377,150,таблица,,8.0,2.0,5.0,0.096,0.043,1.0,0.0801,0.642,0.625,10.0,0.9
1967_03,9,1967/03/IMG_0109_1L.jpg,0,54,313,810,780,150,нет,"не таблица: рёбер на месте 44%, букв в краске 72%, колонок 7",7.0,3.0,5.0,0.071,0.036,1.0,0.0913,0.716,0.444,10.0,0.9
1967_03,11,1967/03/IMG_0110_1L.jpg,0,58,202,804,539,150,таблица,,8.0,4.0,0.0,0.0,0.046,1.0,0.0976,0.659,0.539,19.0,0.947
1967_03,12,1967/03/IMG_0110_2R.jpg,0,61,138,801,342,150,таблица,,11.0,2.0,4.0,0.059,0.023,1.0,0.0967,0.638,0.982,36.0,1.0
1967_03,13,1967/03/IMG_0111_1L.jpg,0,57,224,802,654,150,таблица,,19.0,4.0,4.0,0.072,0.026,1.0,0.0542,0.474,0.884,52.0,1.0
1967_03,70,1967/03/IMG_0139_2R.jpg,0,69,171,796,456,150,таблица,,9.0,3.0,6.0,0.106,0.022,1.0,0.0766,0.556,0.894,34.0,0.971
1967_03,70,1967/03/IMG_0139_2R.jpg,1,69,741,795,1046,150,таблица,,10.0,3.0,6.0,0.156,0.021,1.0,0.0717,0.539,0.879,33.0,0.97
1967_03,71,1967/03/IMG_0140_1L.jpg,0,51,270,809,531,150,таблица,,5.0,2.0,5.0,0.131,0.047,1.0,0.1001,0.678,0.741,12.0,1.0
1967_03,72,1967/03/IMG_0140_2R.jpg,0,67,257,794,539,150,таблица,,5.0,2.0,2.0,0.027,0.052,1.0,0.0912,0.66,0.778,12.0,1.0
1967_03,74,1967/03/IMG_0141_2R.jpg,0,378,273,792,505,150,таблица,,5.0,2.0,2.0,0.197,0.122,1.0,0.0953,0.606,0.882,11.0,0.909
1967_04,20,1967/04/IMG_0013_2R.jpg,0,55,890,808,1116,150,таблица,,8.0,1.0,2.0,0.031,0.046,1.0,0.12,0.665,1.0,18.0,1.0
1967_04,24,1967/04/IMG_0015_2R.jpg,0,424,420,802,673,150,таблица,,2.0,1.0,0.0,0.0,0.175,1.0,0.0862,0.648,1.0,4.0,1.0
1967_04,25,1967/04/IMG_0016_1L.jpg,0,64,279,429,511,150,таблица,,1.0,1.0,0.0,0.0,0.162,1.0,0.0915,0.643,1.0,4.0,1.0
1967_04,25,1967/04/IMG_0016_1L.jpg,1,61,675,798,1076,150,таблица,,3.0,2.0,8.0,0.149,0.058,1.0,0.0725,0.678,1.0,9.0,1.0
1967_04,65,1967/04/IMG_0036_1L.jpg,0,56,233,483,433,150,таблица,,3.0,2.0,6.0,0.169,0.077,1.0,0.086,0.578,0.647,6.0,1.0
1967_05,18,1967/05/IMG_0062_1L.jpg,0,61,125,476,603,150,таблица,,3.0,2.0,0.0,0.0,0.128,1.0,0.1125,0.744,1.0,9.0,1.0
1967_05,57,1967/05/IMG_0081_2R.jpg,0,339,117,792,289,150,таблица,,5.0,1.0,4.0,0.116,0.109,1.0,0.0832,0.556,1.0,8.0,0.875
1967_05,70,1967/05/IMG_0088_1L.jpg,0,48,1029,792,1404,150,таблица,,7.0,3.0,1.0,0.017,0.048,1.0,0.1058,0.705,0.689,15.0,0.867
1967_05,71,1967/05/IMG_0088_2R.jpg,0,365,552,788,852,150,таблица,,2.0,1.0,3.0,0.109,0.085,1.0,0.0955,0.706,1.0,6.0,0.833
1967_05,71,1967/05/IMG_0088_2R.jpg,1,366,901,793,1229,150,таблица,,3.0,1.0,3.0,0.135,0.082,1.0,0.0931,0.703,1.0,6.0,0.833
1967_05,76,1967/05/IMG_0091_1L.jpg,0,34,127,493,688,150,таблица,,2.0,2.0,1.0,0.022,0.107,1.0,0.1305,0.778,1.0,9.0,1.0
1967_05,77,1967/05/IMG_0091_2R.jpg,0,43,131,803,390,150,таблица,,4.0,2.0,3.0,0.049,0.04,1.0,0.0842,0.658,0.591,10.0,1.0
1967_05,78,1967/05/IMG_0092_1L.jpg,0,41,127,486,1005,150,таблица,,4.0,3.0,0.0,0.0,0.079,1.0,0.1123,0.763,0.833,12.0,1.0
1967_05,79,1967/05/IMG_0092_2R.jpg,0,434,281,806,506,150,таблица,,1.0,1.0,1.0,0.031,0.167,1.0,0.1034,0.684,1.0,4.0,1.0
1967_05,80,1967/05/IMG_0093_1L.jpg,0,41,119,408,428,150,таблица,,1.0,1.0,1.0,0.031,0.272,1.0,0.1618,0.793,1.0,4.0,1.0
1967_05,98,1967/05/IMG_0102_1L.jpg,0,95,217,769,600,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,0.0,2.0,0.065,0.119,0.0,0.1434,0.89,0.0,1.0,1.0
1967_06,4,1967/06/IMG_0105_2R.jpg,0,68,142,806,632,150,таблица,,12.0,6.0,0.0,0.0,0.046,1.0,0.0867,0.658,0.512,17.0,1.0
1967_06,4,1967/06/IMG_0105_2R.jpg,1,377,789,807,1094,150,таблица,,5.0,2.0,3.0,0.089,0.086,1.0,0.1146,0.658,0.818,11.0,1.0
1967_06,22,1967/06/IMG_0114_2R.jpg,0,73,168,490,411,150,таблица,,5.0,3.0,3.0,0.171,0.079,1.0,0.1105,0.619,0.684,13.0,1.0
1967_06,32,1967/06/IMG_0119_2R.jpg,0,78,342,522,744,150,таблица,,2.0,2.0,0.0,0.0,0.095,1.0,0.1006,0.74,0.75,6.0,1.0
1967_06,32,1967/06/IMG_0119_2R.jpg,1,78,832,493,1052,150,таблица,,4.0,2.0,2.0,0.101,0.039,1.0,0.0827,0.59,0.818,12.0,0.917
1967_06,33,1967/06/IMG_0120_1L.jpg,0,55,174,822,588,150,таблица,,7.0,2.0,8.0,0.16,0.047,1.0,0.1011,0.694,0.784,16.0,1.0
1967_06,34,1967/06/IMG_0120_2R.jpg,0,78,169,803,443,150,таблица,,4.0,2.0,4.0,0.075,0.048,1.0,0.0893,0.663,0.864,13.0,0.923
1967_06,36,1967/06/IMG_0121_2R.jpg,0,72,136,813,957,150,таблица,,6.0,4.0,0.0,0.0,0.046,1.0,0.0989,0.715,0.707,22.0,1.0
1967_06,38,1967/06/IMG_0122_2R.jpg,0,379,940,798,1191,150,таблица,,3.0,3.0,5.0,0.167,0.155,1.0,0.076,0.581,0.875,14.0,0.929
1967_06,49,1967/06/IMG_0128_1L.jpg,0,53,259,827,969,150,таблица,,39.0,18.0,0.0,0.0,0.014,1.0,0.0603,0.481,0.485,82.0,0.878
1967_06,51,1967/06/IMG_0129_1L.jpg,0,67,207,813,355,150,таблица,,7.0,1.0,8.0,0.15,0.053,1.0,0.0671,0.502,1.0,16.0,0.5
1967_06,69,1967/06/IMG_0138_1L.jpg,0,59,995,821,1171,150,таблица,,10.0,1.0,1.0,0.014,0.062,1.0,0.0884,0.636,1.0,16.0,1.0
1967_06,70,1967/06/IMG_0138_2R.jpg,0,73,922,802,1249,150,таблица,,12.0,3.0,0.0,0.0,0.029,1.0,0.1067,0.638,0.671,23.0,1.0
1967_06,71,1967/06/IMG_0139_1L.jpg,0,66,342,811,600,150,таблица,,9.0,3.0,8.0,0.148,0.034,1.0,0.093,0.633,0.61,18.0,1.0
1967_06,71,1967/06/IMG_0139_1L.jpg,1,69,835,812,1037,150,таблица,,4.0,2.0,6.0,0.119,0.071,1.0,0.0702,0.558,0.818,11.0,0.909
1967_06,75,1967/06/IMG_0141_1L.jpg,0,450,268,827,501,150,таблица,,3.0,2.0,4.0,0.255,0.069,1.0,0.0733,0.565,1.0,12.0,1.0
1967_06,76,1967/06/IMG_0141_2R.jpg,0,129,134,760,338,150,таблица,,5.0,2.0,3.0,0.123,0.055,1.0,0.0866,0.595,0.636,8.0,0.875
1967_06,77,1967/06/IMG_0142_1L.jpg,0,118,831,763,1119,150,таблица,,5.0,1.0,3.0,0.176,0.057,1.0,0.1068,0.7,1.0,8.0,1.0
1967_06,85,1967/06/IMG_0146_1L.jpg,0,50,728,829,1044,150,таблица,,6.0,3.0,6.0,0.174,0.049,1.0,0.0587,0.524,0.911,25.0,0.92
1967_06,87,1967/06/IMG_0147_1L.jpg,0,63,352,814,1077,150,таблица,,6.0,6.0,0.0,0.0,0.057,1.0,0.0715,0.636,0.831,30.0,0.933
1967_06,97,1967/06/IMG_0152_1L.jpg,0,81,97,812,508,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,0.0,2.0,0.063,0.138,0.0,0.1397,0.874,0.0,1.0,1.0
