scan_rel_path,issue,page,diagnosis,severity,expect,note
1973/12/IMG_0306_2R.jpg,1973_12,97,fr_шум,не_страшно,нет,
1974/01/IMG_0021_1L.jpg,1974_01,36,кусок_блок_схемы,критично,,раньше: блок_схема
1974/01/IMG_0025_1L.jpg,1974_01,44,баннер_призрак,не_страшно,нет,
1974/01/IMG_0037_1L.jpg,1974_01,68,режет_текст,плохо,таблица,
1974/02/IMG_0054_2R.jpg,1974_02,3,рамка_страницы,не_страшно,нет,
1974/02/IMG_0067_1L.jpg,1974_02,28,режет_текст,плохо,таблица,
1974/03/IMG_0104_2R.jpg,1974_03,3,рамка_страницы,не_страшно,нет,
1974/03/IMG_0147_2R.jpg,1974_03,89,кусок_блок_схемы,критично,,
1974/04/IMG_0034_1L.jpg,1974_04,62,fr_шум,не_страшно,нет,
1974/04/IMG_0034_2R.jpg,1974_04,63,блок_схема,не_страшно,нет,
1974/05/IMG_0054_2R.jpg,1974_05,3,рамка_страницы,не_страшно,нет,
1974/05/IMG_0077_2R.jpg,1974_05,49,есть_ещё_таблицы,плохо,таблица,
1974/06/IMG_0104_2R.jpg,1974_06,3,рамка_страницы,не_страшно,нет,
1974/06/IMG_0115_2R.jpg,1974_06,25,fr_шум,не_страшно,нет,
1974/06/IMG_0117_2R.jpg,1974_06,29,fr_шум,не_страшно,нет,
1974/06/IMG_0151_2R.jpg,1974_06,97,текст_рядом,критично,таблица,
1974/07/IMG_0009_1L.jpg,1974_07,12,схема_целиком,не_страшно,нет,раньше: fr_шум
1974/07/IMG_0011_1L.jpg,1974_07,16,схема_целиком,не_страшно,нет,раньше: fr_шум
1974/08/IMG_0082_1L.jpg,1974_08,58,режет_текст,плохо,таблица,
1974/09/IMG_0141_2R.jpg,1974_09,77,баннер_призрак,не_страшно,нет,
1974/10/IMG_0004_2R.jpg,1974_10,3,рамка_страницы,не_страшно,нет,
1974/10/IMG_0030_1L.jpg,1974_10,56,line_art,не_страшно,нет,
1974/10/IMG_0050_1L.jpg,1974_10,96,режет_текст,плохо,таблица,
1974/11/IMG_0060_2R.jpg,1974_11,17,без_границ,критично,таблица,раньше: не_целиком
1974/12/IMG_0111_2R.jpg,1974_12,19,баннер_призрак,не_страшно,нет,
1974/12/IMG_0119_1L.jpg,1974_12,34,схема_целиком,не_страшно,нет,раньше: надпись_пополам
1974/12/IMG_0121_1L.jpg,1974_12,38,кусок_блок_схемы,критично,,
1974/12/IMG_0122_1L.jpg,1974_12,40,кусок_блок_схемы,критично,,
1974/12/IMG_0123_1L.jpg,1974_12,42,кусок_блок_схемы,критично,,
1974/12/IMG_0125_1L.jpg,1974_12,46,режет_текст,плохо,таблица,
1975/01/IMG_0024_2R.jpg,1975_01,43,по_буквам,критично,,
1975/02/IMG_0098_2R.jpg,1975_02,93,режет_текст,плохо,таблица,
1975/03/IMG_0103_2R.jpg,1975_03,3,рамка_страницы,не_страшно,нет,
1975/03/IMG_0124_1L.jpg,1975_03,44,баннер_призрак,не_страшно,нет,
1975/04/IMG_0005_1L.jpg,1975_04,4,рамка_страницы,не_страшно,нет,
1975/05/IMG_0059_1L.jpg,1975_05,12,баннер_призрак,не_страшно,нет,
1975/06/IMG_0113_1L.jpg,1975_06,20,текст_рядом,критично,таблица,а тут ещё и граница прошла прямо по буквам
1975/06/IMG_0138_2R.jpg,1975_06,71,не_оценил,неизвестно,,
1975/07/IMG_0024_1L.jpg,1975_07,42,перекос,критично,таблица,раньше: не_целиком
1975/07/IMG_0025_1L.jpg,1975_07,44,перекос,критично,таблица,раньше: не_целиком
1975/07/IMG_0033_2R.jpg,1975_07,59,график,не_страшно,нет,
1975/07/IMG_0038_2R.jpg,1975_07,69,текст_рядом,критично,таблица,
1975/07/IMG_0052_1L.jpg,1975_07,96,fr_шум,не_страшно,нет,
1975/08/IMG_0055_2R.jpg,1975_08,3,рамка_страницы,не_страшно,нет,
1975/08/IMG_0097_2R.jpg,1975_08,87,баннер_призрак,не_страшно,нет,
1975/10/IMG_0032_2R.jpg,1975_10,59,fr_нашёл,плохо,таблица,
1975/11/IMG_0087_1L.jpg,1975_11,68,график,не_страшно,нет,
1975/11/IMG_0087_2R.jpg,1975_11,69,график,не_страшно,нет,
1975/11/IMG_0089_2R.jpg,1975_11,73,перекос,критично,таблица,раньше: не_целиком
1975/11/IMG_0101_2R.jpg,1975_11,97,без_границ,критично,таблица,раньше: по_буквам
1976/01/IMG_0004_2R.jpg,1976_01,3,рамка_страницы,не_страшно,нет,
1976/01/IMG_0021_2R.jpg,1976_01,37,баннер_призрак,не_страшно,нет,
1976/02/IMG_0054_1L.jpg,1976_02,2,fr_шум,не_страшно,нет,
1976/02/IMG_0055_1L.jpg,1976_02,4,рамка_страницы,не_страшно,нет,
1976/03/IMG_0119_1L.jpg,1976_03,32,блок_схема,не_страшно,нет,
1976/03/IMG_0119_2R.jpg,1976_03,33,fr_шум,не_страшно,нет,
1976/03/IMG_0125_2R.jpg,1976_03,45,баннер_призрак,не_страшно,нет,
1976/04/IMG_0004_2R.jpg,1976_04,3,рамка_страницы,не_страшно,нет,
1976/04/IMG_0022_1L.jpg,1976_04,38,текст_рядом,критично,таблица,"хинт: клякса всегда намного толще, чем границы реальных таблиц и штрихи текста"
1976/05/IMG_0054_2R.jpg,1976_05,3,рамка_страницы,не_страшно,нет,
1976/05/IMG_0076_1L.jpg,1976_05,46,есть_ещё_таблицы,плохо,таблица,
1976/06/IMG_0123_2R.jpg,1976_06,41,график,не_страшно,нет,
1976/08/IMG_0054_2R.jpg,1976_08,3,рамка_страницы,не_страшно,нет,
1976/08/IMG_0068_1L.jpg,1976_08,30,текст_рядом,критично,таблица,
1976/08/IMG_0073_1L.jpg,1976_08,40,без_границ,критично,таблица,
1976/11/0020_2R.jpg,1976_11,3,рамка_страницы,не_страшно,нет,
1976/12/0020_2R.jpg,1976_12,3,рамка_страницы,не_страшно,нет,
1976/12/0120_2R.jpg,1976_12,23,режет_текст,плохо,таблица,
1976/12/0130_1L.jpg,1976_12,24,текст_рядом,критично,таблица,раньше: режет_текст
1976/12/0130_2R.jpg,1976_12,25,режет_текст,плохо,таблица,
1976/12/0160_1L.jpg,1976_12,30,текст_рядом,критично,таблица,
